Sample,Assay,Platform,ht,ht_bin,qPCR,qPCR_bin
WA_081920_HUTC_39,BUL2,ht,0,0,0,0
WA_081920_HUTC_39,CCUT,ht,4,1,NA,NA
WA_081920_HUTC_39,CHIN,ht,0,0,NA,NA
WA_081920_HUTC_39,CHUM,ht,0,0,NA,NA
WA_081920_HUTC_39,COHO,ht,4,1,NA,NA
WA_081920_HUTC_39,PALA,ht,0,0,NA,NA
WA_081920_HUTC_39,PINK,ht,0,0,NA,NA
WA_081920_HUTC_39,RNBT,ht,4,1,NA,NA
WA_081920_HUTC_39,SOCK,ht,0,0,0,0
WA_081920_HUTC_40,BRKT,ht,4,1,3,1
WA_081920_HUTC_40,BUL2,ht,0,0,0,0
WA_081920_HUTC_40,CCUT,ht,4,1,NA,NA
WA_081920_HUTC_40,CHIN,ht,0,0,NA,NA
WA_081920_HUTC_40,CHUM,ht,0,0,NA,NA
WA_081920_HUTC_40,COHO,ht,4,1,NA,NA
WA_081920_HUTC_40,PALA,ht,0,0,NA,NA
WA_081920_HUTC_40,PINK,ht,0,0,NA,NA
WA_081920_HUTC_40,RNBT,ht,4,1,NA,NA
WA_081920_HUTC_40,SOCK,ht,0,0,0,0
WA_082020_CANC_13,BRKT,ht,0,0,0,0
WA_082020_CANC_13,BUL2,ht,0,0,0,0
WA_082020_CANC_13,CCUT,ht,4,1,NA,NA
WA_082020_CANC_13,CHIN,ht,0,0,NA,NA
WA_082020_CANC_13,CHUM,ht,0,0,NA,NA
WA_082020_CANC_13,COHO,ht,4,1,NA,NA
WA_082020_CANC_13,PALA,ht,0,0,NA,NA
WA_082020_CANC_13,PINK,ht,0,0,NA,NA
WA_082020_CANC_13,RNBT,ht,4,1,NA,NA
WA_082020_CANC_13,SOCK,ht,0,0,NA,NA
WA_082020_UNMD_45,BRKT,ht,0,0,0,0
WA_082020_UNMD_45,BUL2,ht,4,1,3,1
WA_082020_UNMD_45,CCUT,ht,4,1,3,1
WA_082020_UNMD_45,CHIN,ht,0,0,0,0
WA_082020_UNMD_45,CHUM,ht,0,0,NA,NA
WA_082020_UNMD_45,COHO,ht,4,1,NA,NA
WA_082020_UNMD_45,PALA,ht,0,0,NA,NA
WA_082020_UNMD_45,PINK,ht,0,0,NA,NA
WA_082020_UNMD_45,RNBT,ht,4,1,3,1
WA_082020_UNMD_45,SOCK,ht,0,0,0,0
WA_082020_UNMD_46,BRKT,ht,0,0,0,0
WA_082020_UNMD_46,BUL2,ht,0,0,0,0
WA_082020_UNMD_46,CCUT,ht,4,1,NA,NA
WA_082020_UNMD_46,CHIN,ht,0,0,NA,NA
WA_082020_UNMD_46,CHUM,ht,0,0,NA,NA
WA_082020_UNMD_46,COHO,ht,4,1,NA,NA
WA_082020_UNMD_46,PALA,ht,0,0,NA,NA
WA_082020_UNMD_46,PINK,ht,0,0,NA,NA
WA_082020_UNMD_46,RNBT,ht,4,1,NA,NA
WA_082020_UNMD_46,SOCK,ht,0,0,NA,NA
WA_082020_UNMD_47,BRKT,ht,0,0,0,0
WA_082020_UNMD_47,BUL2,ht,0,0,0,0
WA_082020_UNMD_47,CCUT,ht,4,1,3,1
WA_082020_UNMD_47,CHIN,ht,0,0,0,0
WA_082020_UNMD_47,CHUM,ht,0,0,NA,NA
WA_082020_UNMD_47,COHO,ht,4,1,3,1
WA_082020_UNMD_47,PALA,ht,0,0,NA,NA
WA_082020_UNMD_47,PINK,ht,0,0,NA,NA
WA_082020_UNMD_47,RNBT,ht,4,1,3,1
WA_082020_UNMD_47,SOCK,ht,0,0,0,0
WA_082220_BOUC_12,BRKT,ht,0,0,0,0
WA_082220_BOUC_12,BUL2,ht,4,1,3,1
WA_082220_BOUC_12,CCUT,ht,4,1,NA,NA
WA_082220_BOUC_12,CHIN,ht,0,0,NA,NA
WA_082220_BOUC_12,CHUM,ht,0,0,NA,NA
WA_082220_BOUC_12,COHO,ht,0,0,NA,NA
WA_082220_BOUC_12,PALA,ht,0,0,NA,NA
WA_082220_BOUC_12,PINK,ht,0,0,NA,NA
WA_082220_BOUC_12,RNBT,ht,4,1,NA,NA
WA_082220_BOUC_12,SOCK,ht,0,0,0,0
WA_082220_CANC_16,BRKT,ht,0,0,0,0
WA_082220_CANC_16,BUL2,ht,0,0,0,0
WA_082220_CANC_16,CCUT,ht,4,1,NA,NA
WA_082220_CANC_16,CHIN,ht,0,0,NA,NA
WA_082220_CANC_16,CHUM,ht,0,0,NA,NA
WA_082220_CANC_16,COHO,ht,0,0,NA,NA
WA_082220_CANC_16,PALA,ht,0,0,NA,NA
WA_082220_CANC_16,PINK,ht,0,0,NA,NA
WA_082220_CANC_16,RNBT,ht,1,0,0,0
WA_082220_CANC_16,SOCK,ht,0,0,NA,NA
WA_082220_CANC_19,BRKT,ht,0,0,0,0
WA_082220_CANC_19,BUL2,ht,4,1,3,1
WA_082220_CANC_19,CCUT,ht,0,0,NA,NA
WA_082220_CANC_19,CHIN,ht,4,1,NA,NA
WA_082220_CANC_19,CHUM,ht,0,0,NA,NA
WA_082220_CANC_19,COHO,ht,0,0,NA,NA
WA_082220_CANC_19,PALA,ht,0,0,NA,NA
WA_082220_CANC_19,PINK,ht,0,0,NA,NA
WA_082220_CANC_19,RNBT,ht,4,1,NA,NA
WA_082220_CANC_19,SOCK,ht,3,1,0,0
WA_082220_CANC_20,BRKT,ht,0,0,0,0
WA_082220_CANC_20,BUL2,ht,4,1,1,1
WA_082220_CANC_20,CCUT,ht,0,0,NA,NA
WA_082220_CANC_20,CHIN,ht,0,0,NA,NA
WA_082220_CANC_20,CHUM,ht,0,0,NA,NA
WA_082220_CANC_20,COHO,ht,0,0,NA,NA
WA_082220_CANC_20,PALA,ht,0,0,NA,NA
WA_082220_CANC_20,PINK,ht,0,0,NA,NA
WA_082220_CANC_20,RNBT,ht,4,1,NA,NA
WA_082220_CANC_20,SOCK,ht,0,0,NA,NA
WA_082220_CLWC_27,BRKT,ht,0,0,0,0
WA_082220_CLWC_27,BUL2,ht,0,0,0,0
WA_082220_CLWC_27,CCUT,ht,0,0,NA,NA
WA_082220_CLWC_27,CHIN,ht,0,0,NA,NA
WA_082220_CLWC_27,CHUM,ht,0,0,NA,NA
WA_082220_CLWC_27,COHO,ht,0,0,NA,NA
WA_082220_CLWC_27,PALA,ht,0,0,NA,NA
WA_082220_CLWC_27,PINK,ht,0,0,NA,NA
WA_082220_CLWC_27,RNBT,ht,4,1,3,1
WA_082220_CLWC_27,SOCK,ht,0,0,0,0
WA_082220_MAPC_41,BRKT,ht,0,0,1,1
WA_082220_MAPC_41,BUL2,ht,4,1,3,1
WA_082220_MAPC_41,CCUT,ht,4,1,NA,NA
WA_082220_MAPC_41,CHIN,ht,0,0,NA,NA
WA_082220_MAPC_41,CHUM,ht,0,0,NA,NA
WA_082220_MAPC_41,COHO,ht,4,1,NA,NA
WA_082220_MAPC_41,PALA,ht,0,0,NA,NA
WA_082220_MAPC_41,PINK,ht,0,0,NA,NA
WA_082220_MAPC_41,RNBT,ht,4,1,NA,NA
WA_082220_MAPC_41,SOCK,ht,0,0,NA,NA
WA_082220_MAPC_42,BRKT,ht,0,0,0,0
WA_082220_MAPC_42,BUL2,ht,0,0,0,0
WA_082220_MAPC_42,CCUT,ht,4,1,NA,NA
WA_082220_MAPC_42,CHIN,ht,0,0,NA,NA
WA_082220_MAPC_42,CHUM,ht,0,0,NA,NA
WA_082220_MAPC_42,COHO,ht,0,0,NA,NA
WA_082220_MAPC_42,PALA,ht,0,0,NA,NA
WA_082220_MAPC_42,PINK,ht,0,0,NA,NA
WA_082220_MAPC_42,RNBT,ht,0,0,NA,NA
WA_082220_MAPC_42,SOCK,ht,0,0,NA,NA
WA_082220_MAPC_43,BRKT,ht,0,0,0,0
WA_082220_MAPC_43,BUL2,ht,0,0,0,0
WA_082220_MAPC_43,CCUT,ht,4,1,NA,NA
WA_082220_MAPC_43,CHIN,ht,0,0,NA,NA
WA_082220_MAPC_43,CHUM,ht,0,0,NA,NA
WA_082220_MAPC_43,COHO,ht,0,0,NA,NA
WA_082220_MAPC_43,PALA,ht,0,0,NA,NA
WA_082220_MAPC_43,PINK,ht,0,0,NA,NA
WA_082220_MAPC_43,RNBT,ht,0,0,NA,NA
WA_082220_MAPC_43,SOCK,ht,0,0,NA,NA
WA_082620_NFNR_64,BRKT,ht,4,1,2,1
WA_082620_NFNR_64,BUL2,ht,0,0,0,0
WA_082620_NFNR_64,CCUT,ht,0,0,0,0
WA_082620_NFNR_64,CHIN,ht,0,0,NA,NA
WA_082620_NFNR_64,CHUM,ht,0,0,NA,NA
WA_082620_NFNR_64,COHO,ht,0,0,NA,NA
WA_082620_NFNR_64,PALA,ht,0,0,NA,NA
WA_082620_NFNR_64,PINK,ht,0,0,NA,NA
WA_082620_NFNR_64,RNBT,ht,4,1,NA,NA
WA_082620_NFNR_64,SOCK,ht,0,0,0,0
WA_082720_NFNR_48,BRKT,ht,0,0,2,1
WA_082720_NFNR_48,BUL2,ht,0,0,0,0
WA_082720_NFNR_48,CCUT,ht,0,0,NA,NA
WA_082720_NFNR_48,CHIN,ht,0,0,NA,NA
WA_082720_NFNR_48,CHUM,ht,0,0,NA,NA
WA_082720_NFNR_48,COHO,ht,0,0,NA,NA
WA_082720_NFNR_48,PALA,ht,0,0,NA,NA
WA_082720_NFNR_48,PINK,ht,0,0,NA,NA
WA_082720_NFNR_48,RNBT,ht,4,1,NA,NA
WA_082720_NFNR_48,SOCK,ht,0,0,NA,NA
WA_082720_NFNR_49,BRKT,ht,0,0,0,0
WA_082720_NFNR_49,BUL2,ht,0,0,0,0
WA_082720_NFNR_49,CCUT,ht,0,0,NA,NA
WA_082720_NFNR_49,CHIN,ht,0,0,NA,NA
WA_082720_NFNR_49,CHUM,ht,0,0,NA,NA
WA_082720_NFNR_49,COHO,ht,0,0,NA,NA
WA_082720_NFNR_49,PALA,ht,0,0,NA,NA
WA_082720_NFNR_49,PINK,ht,0,0,NA,NA
WA_082720_NFNR_49,RNBT,ht,0,0,NA,NA
WA_082720_NFNR_49,SOCK,ht,0,0,NA,NA
WA_082720_RUTH_70,BRKT,ht,3,1,1,1
WA_082720_RUTH_70,BUL2,ht,0,0,0,0
WA_082720_RUTH_70,CCUT,ht,0,0,NA,NA
WA_082720_RUTH_70,CHIN,ht,0,0,NA,NA
WA_082720_RUTH_70,CHUM,ht,0,0,NA,NA
WA_082720_RUTH_70,COHO,ht,0,0,NA,NA
WA_082720_RUTH_70,PALA,ht,0,0,NA,NA
WA_082720_RUTH_70,PINK,ht,0,0,NA,NA
WA_082720_RUTH_70,RNBT,ht,4,1,NA,NA
WA_082720_RUTH_70,SOCK,ht,0,0,NA,NA
WA_082720_RUTH_71,BRKT,ht,0,0,1,1
WA_082720_RUTH_71,BUL2,ht,0,0,0,0
WA_082720_RUTH_71,CCUT,ht,0,0,NA,NA
WA_082720_RUTH_71,CHIN,ht,0,0,NA,NA
WA_082720_RUTH_71,CHUM,ht,0,0,NA,NA
WA_082720_RUTH_71,COHO,ht,0,0,NA,NA
WA_082720_RUTH_71,PALA,ht,0,0,NA,NA
WA_082720_RUTH_71,PINK,ht,0,0,NA,NA
WA_082720_RUTH_71,RNBT,ht,0,0,NA,NA
WA_082720_RUTH_71,SOCK,ht,0,0,NA,NA
WA_083020_NFNR_50,BRKT,ht,0,0,0,0
WA_083020_NFNR_50,BUL2,ht,0,0,0,0
WA_083020_NFNR_50,CCUT,ht,0,0,NA,NA
WA_083020_NFNR_50,CHIN,ht,0,0,NA,NA
WA_083020_NFNR_50,CHUM,ht,0,0,NA,NA
WA_083020_NFNR_50,COHO,ht,0,0,NA,NA
WA_083020_NFNR_50,PALA,ht,0,0,NA,NA
WA_083020_NFNR_50,PINK,ht,0,0,NA,NA
WA_083020_NFNR_50,RNBT,ht,3,1,1,1
WA_083020_NFNR_50,SOCK,ht,0,0,NA,NA
WA_083020_NFNR_51,BRKT,ht,0,0,0,0
WA_083020_NFNR_51,BUL2,ht,0,0,0,0
WA_083020_NFNR_51,CCUT,ht,0,0,NA,NA
WA_083020_NFNR_51,CHIN,ht,0,0,NA,NA
WA_083020_NFNR_51,CHUM,ht,0,0,NA,NA
WA_083020_NFNR_51,COHO,ht,0,0,NA,NA
WA_083020_NFNR_51,PALA,ht,0,0,NA,NA
WA_083020_NFNR_51,PINK,ht,0,0,NA,NA
WA_083020_NFNR_51,RNBT,ht,4,1,3,1
WA_083020_NFNR_51,SOCK,ht,0,0,0,0
WA_083020_NFNR_52,BRKT,ht,0,0,0,0
WA_083020_NFNR_52,BUL2,ht,0,0,0,0
WA_083020_NFNR_52,CCUT,ht,0,0,NA,NA
WA_083020_NFNR_52,CHIN,ht,0,0,NA,NA
WA_083020_NFNR_52,CHUM,ht,0,0,NA,NA
WA_083020_NFNR_52,COHO,ht,0,0,NA,NA
WA_083020_NFNR_52,PALA,ht,0,0,NA,NA
WA_083020_NFNR_52,PINK,ht,0,0,NA,NA
WA_083020_NFNR_52,RNBT,ht,4,1,0,0
WA_083020_NFNR_52,SOCK,ht,0,0,NA,NA
WA_090120_NFNR_65,BRKT,ht,4,1,3,1
WA_090120_NFNR_65,BUL2,ht,0,0,0,0
WA_090120_NFNR_65,CCUT,ht,0,0,NA,NA
WA_090120_NFNR_65,CHIN,ht,0,0,NA,NA
WA_090120_NFNR_65,CHUM,ht,0,0,NA,NA
WA_090120_NFNR_65,COHO,ht,0,0,NA,NA
WA_090120_NFNR_65,PALA,ht,0,0,NA,NA
WA_090120_NFNR_65,PINK,ht,0,0,NA,NA
WA_090120_NFNR_65,RNBT,ht,4,1,3,1
WA_090120_NFNR_65,SOCK,ht,0,0,0,0
WA_090120_RUTH_73,BRKT,ht,0,0,0,0
WA_090120_RUTH_73,BUL2,ht,0,0,0,0
WA_090120_RUTH_73,CCUT,ht,0,0,NA,NA
WA_090120_RUTH_73,CHIN,ht,0,0,NA,NA
WA_090120_RUTH_73,CHUM,ht,0,0,NA,NA
WA_090120_RUTH_73,COHO,ht,0,0,NA,NA
WA_090120_RUTH_73,PALA,ht,0,0,NA,NA
WA_090120_RUTH_73,PINK,ht,0,0,NA,NA
WA_090120_RUTH_73,RNBT,ht,0,0,NA,NA
WA_090120_RUTH_73,SOCK,ht,0,0,NA,NA
WA_090420_SFNR_78,BRKT,ht,0,0,0,0
WA_090420_SFNR_78,BUL2,ht,0,0,0,0
WA_090420_SFNR_78,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_78,CHIN,ht,0,0,NA,NA
WA_090420_SFNR_78,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_78,COHO,ht,0,0,NA,NA
WA_090420_SFNR_78,PALA,ht,0,0,NA,NA
WA_090420_SFNR_78,PINK,ht,0,0,NA,NA
WA_090420_SFNR_78,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_78,SOCK,ht,0,0,NA,NA
WA_090420_SFNR_79,BRKT,ht,0,0,0,0
WA_090420_SFNR_79,BUL2,ht,4,1,3,1
WA_090420_SFNR_79,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_79,CHIN,ht,0,0,NA,NA
WA_090420_SFNR_79,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_79,COHO,ht,0,0,NA,NA
WA_090420_SFNR_79,PALA,ht,0,0,NA,NA
WA_090420_SFNR_79,PINK,ht,0,0,NA,NA
WA_090420_SFNR_79,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_79,SOCK,ht,4,1,1,1
WA_090420_SFNR_81,BRKT,ht,0,0,0,0
WA_090420_SFNR_81,BUL2,ht,0,0,3,1
WA_090420_SFNR_81,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_81,CHIN,ht,0,0,NA,NA
WA_090420_SFNR_81,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_81,COHO,ht,0,0,NA,NA
WA_090420_SFNR_81,PALA,ht,0,0,NA,NA
WA_090420_SFNR_81,PINK,ht,0,0,NA,NA
WA_090420_SFNR_81,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_81,SOCK,ht,4,1,2,1
WA_090420_SFNR_82,BRKT,ht,0,0,0,0
WA_090420_SFNR_82,BUL2,ht,4,1,1,1
WA_090420_SFNR_82,CCUT,ht,4,1,NA,NA
WA_090420_SFNR_82,CHIN,ht,4,1,NA,NA
WA_090420_SFNR_82,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_82,COHO,ht,0,0,NA,NA
WA_090420_SFNR_82,PALA,ht,4,1,NA,NA
WA_090420_SFNR_82,PINK,ht,0,0,NA,NA
WA_090420_SFNR_82,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_82,SOCK,ht,4,1,0,0
WA_090420_SFNR_83,BRKT,ht,0,0,0,0
WA_090420_SFNR_83,BUL2,ht,4,1,3,1
WA_090420_SFNR_83,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_83,CHIN,ht,0,0,NA,NA
WA_090420_SFNR_83,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_83,COHO,ht,0,0,NA,NA
WA_090420_SFNR_83,PALA,ht,0,0,NA,NA
WA_090420_SFNR_83,PINK,ht,0,0,NA,NA
WA_090420_SFNR_83,RNBT,ht,3,1,NA,NA
WA_090420_SFNR_83,SOCK,ht,0,0,NA,NA
WA_090420_SFNR_84,BRKT,ht,0,0,0,0
WA_090420_SFNR_84,BUL2,ht,4,1,3,1
WA_090420_SFNR_84,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_84,CHIN,ht,4,1,NA,NA
WA_090420_SFNR_84,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_84,COHO,ht,0,0,NA,NA
WA_090420_SFNR_84,PALA,ht,4,1,NA,NA
WA_090420_SFNR_84,PINK,ht,0,0,NA,NA
WA_090420_SFNR_84,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_84,SOCK,ht,4,1,0,0
WA_090420_SFNR_85,BRKT,ht,0,0,0,0
WA_090420_SFNR_85,BUL2,ht,0,0,2,1
WA_090420_SFNR_85,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_85,CHIN,ht,3,1,NA,NA
WA_090420_SFNR_85,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_85,COHO,ht,0,0,NA,NA
WA_090420_SFNR_85,PALA,ht,4,1,NA,NA
WA_090420_SFNR_85,PINK,ht,0,0,NA,NA
WA_090420_SFNR_85,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_85,SOCK,ht,0,0,NA,NA
WA_090420_SFNR_86,BRKT,ht,0,0,0,0
WA_090420_SFNR_86,BUL2,ht,4,1,3,1
WA_090420_SFNR_86,CCUT,ht,0,0,NA,NA
WA_090420_SFNR_86,CHIN,ht,4,1,NA,NA
WA_090420_SFNR_86,CHUM,ht,0,0,NA,NA
WA_090420_SFNR_86,COHO,ht,0,0,NA,NA
WA_090420_SFNR_86,PALA,ht,0,0,NA,NA
WA_090420_SFNR_86,PINK,ht,0,0,NA,NA
WA_090420_SFNR_86,RNBT,ht,4,1,NA,NA
WA_090420_SFNR_86,SOCK,ht,0,0,NA,NA
WA_090520_ANDC_02,BRKT,ht,4,1,3,1
WA_090520_ANDC_02,BUL2,ht,0,0,0,0
WA_090520_ANDC_02,CCUT,ht,0,0,NA,NA
WA_090520_ANDC_02,CHIN,ht,0,0,NA,NA
WA_090520_ANDC_02,CHUM,ht,0,0,NA,NA
WA_090520_ANDC_02,COHO,ht,0,0,NA,NA
WA_090520_ANDC_02,PALA,ht,0,0,NA,NA
WA_090520_ANDC_02,PINK,ht,0,0,NA,NA
WA_090520_ANDC_02,RNBT,ht,0,0,NA,NA
WA_090520_ANDC_02,SOCK,ht,0,0,NA,NA
WA_100420_NFNR_62,BRKT,ht,0,0,0,0
WA_100420_NFNR_62,BUL2,ht,0,0,0,0
WA_100420_NFNR_62,CCUT,ht,0,0,NA,NA
WA_100420_NFNR_62,CHIN,ht,0,0,NA,NA
WA_100420_NFNR_62,CHUM,ht,0,0,NA,NA
WA_100420_NFNR_62,COHO,ht,0,0,NA,NA
WA_100420_NFNR_62,PALA,ht,0,0,NA,NA
WA_100420_NFNR_62,PINK,ht,0,0,NA,NA
WA_100420_NFNR_62,RNBT,ht,4,1,NA,NA
WA_100420_NFNR_62,SOCK,ht,0,0,NA,NA
WA_090520_RUTH_72,BRKT,ht,0,0,2,1
WA_090520_RUTH_72,BUL2,ht,0,0,0,0
WA_090520_RUTH_72,CCUT,ht,0,0,NA,NA
WA_090520_RUTH_72,CHIN,ht,0,0,NA,NA
WA_090520_RUTH_72,CHUM,ht,0,0,NA,NA
WA_090520_RUTH_72,COHO,ht,0,0,NA,NA
WA_090520_RUTH_72,PALA,ht,0,0,NA,NA
WA_090520_RUTH_72,PINK,ht,0,0,NA,NA
WA_090520_RUTH_72,RNBT,ht,0,0,NA,NA
WA_090520_RUTH_72,SOCK,ht,0,0,NA,NA
WA_090520_RUTH_76,BRKT,ht,4,1,3,1
WA_090520_RUTH_76,BUL2,ht,0,0,0,0
WA_090520_RUTH_76,CCUT,ht,0,0,NA,NA
WA_090520_RUTH_76,CHIN,ht,0,0,NA,NA
WA_090520_RUTH_76,CHUM,ht,0,0,NA,NA
WA_090520_RUTH_76,COHO,ht,0,0,NA,NA
WA_090520_RUTH_76,PALA,ht,0,0,NA,NA
WA_090520_RUTH_76,PINK,ht,0,0,NA,NA
WA_090520_RUTH_76,RNBT,ht,0,0,NA,NA
WA_090520_RUTH_76,SOCK,ht,0,0,NA,NA
WA_090920_HUTC_33,BRKT,ht,3,1,0,0
WA_090920_HUTC_33,BUL2,ht,0,0,2,1
WA_090920_HUTC_33,CCUT,ht,4,1,NA,NA
WA_090920_HUTC_33,CHIN,ht,4,1,NA,NA
WA_090920_HUTC_33,CHUM,ht,0,0,NA,NA
WA_090920_HUTC_33,COHO,ht,4,1,NA,NA
WA_090920_HUTC_33,PALA,ht,3,1,NA,NA
WA_090920_HUTC_33,PINK,ht,0,0,NA,NA
WA_090920_HUTC_33,RNBT,ht,4,1,NA,NA
WA_090920_HUTC_33,SOCK,ht,0,0,NA,NA
WA_090920_SFNR_77,BRKT,ht,0,0,0,0
WA_090920_SFNR_77,BUL2,ht,0,0,0,0
WA_090920_SFNR_77,CCUT,ht,4,1,NA,NA
WA_090920_SFNR_77,CHIN,ht,4,1,NA,NA
WA_090920_SFNR_77,CHUM,ht,0,0,NA,NA
WA_090920_SFNR_77,COHO,ht,4,1,NA,NA
WA_090920_SFNR_77,PALA,ht,4,1,NA,NA
WA_090920_SFNR_77,PINK,ht,4,1,NA,NA
WA_090920_SFNR_77,RNBT,ht,4,1,NA,NA
WA_090920_SFNR_77,SOCK,ht,4,1,3,1
WA_090920_SFNR_80,BRKT,ht,0,0,0,0
WA_090920_SFNR_80,BUL2,ht,4,1,3,1
WA_090920_SFNR_80,CCUT,ht,4,1,NA,NA
WA_090920_SFNR_80,CHIN,ht,4,1,NA,NA
WA_090920_SFNR_80,CHUM,ht,0,0,NA,NA
WA_090920_SFNR_80,COHO,ht,4,1,NA,NA
WA_090920_SFNR_80,PALA,ht,4,1,NA,NA
WA_090920_SFNR_80,PINK,ht,4,1,NA,NA
WA_090920_SFNR_80,RNBT,ht,4,1,NA,NA
WA_090920_SFNR_80,SOCK,ht,4,1,3,1
WA_091620_HUTC_34,BRKT,ht,0,0,0,0
WA_091620_HUTC_34,BUL2,ht,0,0,0,0
WA_091620_HUTC_34,CCUT,ht,0,0,0,0
WA_091620_HUTC_34,CHIN,ht,0,0,NA,NA
WA_091620_HUTC_34,CHUM,ht,0,0,NA,NA
WA_091620_HUTC_34,COHO,ht,0,0,NA,NA
WA_091620_HUTC_34,PALA,ht,0,0,NA,NA
WA_091620_HUTC_34,PINK,ht,0,0,NA,NA
WA_091620_HUTC_34,RNBT,ht,4,1,NA,NA
WA_091620_HUTC_34,SOCK,ht,0,0,NA,NA
WA_091620_HUTC_35,BRKT,ht,4,1,3,1
WA_091620_HUTC_35,BUL2,ht,0,0,0,0
WA_091620_HUTC_35,CCUT,ht,4,1,NA,NA
WA_091620_HUTC_35,CHIN,ht,0,0,NA,NA
WA_091620_HUTC_35,CHUM,ht,0,0,NA,NA
WA_091620_HUTC_35,COHO,ht,4,1,NA,NA
WA_091620_HUTC_35,PALA,ht,0,0,NA,NA
WA_091620_HUTC_35,PINK,ht,0,0,NA,NA
WA_091620_HUTC_35,RNBT,ht,4,1,NA,NA
WA_091620_HUTC_35,SOCK,ht,0,0,NA,NA
WA_100120_NFNR_68,BRKT,ht,4,1,2,1
WA_100120_NFNR_68,BUL2,ht,4,1,3,1
WA_100120_NFNR_68,CCUT,ht,3,1,NA,NA
WA_100120_NFNR_68,CHIN,ht,4,1,NA,NA
WA_100120_NFNR_68,CHUM,ht,0,0,NA,NA
WA_100120_NFNR_68,COHO,ht,4,1,NA,NA
WA_100120_NFNR_68,PALA,ht,0,0,NA,NA
WA_100120_NFNR_68,PINK,ht,0,0,NA,NA
WA_100120_NFNR_68,RNBT,ht,4,1,NA,NA
WA_100120_NFNR_68,SOCK,ht,4,1,3,1
WA_100220_RUTH_74,BRKT,ht,0,0,0,0
WA_100220_RUTH_74,BUL2,ht,0,0,0,0
WA_100220_RUTH_74,CCUT,ht,0,0,NA,NA
WA_100220_RUTH_74,CHIN,ht,0,0,NA,NA
WA_100220_RUTH_74,CHUM,ht,0,0,NA,NA
WA_100220_RUTH_74,COHO,ht,0,0,NA,NA
WA_100220_RUTH_74,PALA,ht,0,0,NA,NA
WA_100220_RUTH_74,PINK,ht,0,0,NA,NA
WA_100220_RUTH_74,RNBT,ht,0,0,NA,NA
WA_100220_RUTH_74,SOCK,ht,0,0,NA,NA
WA_100220_RUTH_75,BRKT,ht,0,0,0,0
WA_100220_RUTH_75,BUL2,ht,0,0,0,0
WA_100220_RUTH_75,CCUT,ht,0,0,NA,NA
WA_100220_RUTH_75,CHIN,ht,0,0,NA,NA
WA_100220_RUTH_75,CHUM,ht,0,0,NA,NA
WA_100220_RUTH_75,COHO,ht,0,0,NA,NA
WA_100220_RUTH_75,PALA,ht,0,0,NA,NA
WA_100220_RUTH_75,PINK,ht,0,0,NA,NA
WA_100220_RUTH_75,RNBT,ht,0,0,NA,NA
WA_100220_RUTH_75,SOCK,ht,0,0,NA,NA
WA_100320_NFNR_53,BRKT,ht,0,0,0,0
WA_100320_NFNR_53,BUL2,ht,0,0,0,0
WA_100320_NFNR_53,CCUT,ht,0,0,NA,NA
WA_100320_NFNR_53,CHIN,ht,0,0,NA,NA
WA_100320_NFNR_53,CHUM,ht,0,0,NA,NA
WA_100320_NFNR_53,COHO,ht,0,0,NA,NA
WA_100320_NFNR_53,PALA,ht,0,0,NA,NA
WA_100320_NFNR_53,PINK,ht,0,0,NA,NA
WA_100320_NFNR_53,RNBT,ht,4,1,3,1
WA_100320_NFNR_53,SOCK,ht,0,0,0,0
WA_100320_NFNR_55,BRKT,ht,3,1,0,0
WA_100320_NFNR_55,BUL2,ht,0,0,0,0
WA_100320_NFNR_55,CCUT,ht,0,0,NA,NA
WA_100320_NFNR_55,CHIN,ht,0,0,NA,NA
WA_100320_NFNR_55,CHUM,ht,0,0,NA,NA
WA_100320_NFNR_55,COHO,ht,0,0,NA,NA
WA_100320_NFNR_55,PALA,ht,0,0,NA,NA
WA_100320_NFNR_55,PINK,ht,0,0,NA,NA
WA_100320_NFNR_55,RNBT,ht,1,0,NA,NA
WA_100320_NFNR_55,SOCK,ht,0,0,NA,NA
WA_100320_NFNR_57,BRKT,ht,0,0,0,0
WA_100320_NFNR_57,BUL2,ht,0,0,0,0
WA_100320_NFNR_57,CCUT,ht,0,0,NA,NA
WA_100320_NFNR_57,CHIN,ht,0,0,NA,NA
WA_100320_NFNR_57,CHUM,ht,0,0,NA,NA
